,year,vio,mur,rob,incarc_rate,pb1064,pw1064,pm1029,pop,avginc,density,stateid,shall
730,94,889.2,10.7,140.8,206,48.294.077,6.384.676,14.957.943,1.653.329,12.059.711,13.622.783,35,0
731,95,819.2,8.8,154.5,211,48.732.862,6.394.342,14.883.349,1.682.417,12.329.207,13.862.456,35,0
732,96,840.6,11.5,162.4,231,49.636.874,63.965.675,14.832.392,1.706.151,1.236.853,14.058.015,35,0
733,97,853.3,7.7,171.4,261,50.335.503,63.734.234,1.479.292,1.722.939,125.646.925,14.196.342,35,0
734,98,961.4,10.9,163.4,256,5.191.242,6.352.061,14.736.074,1.733.535,12.935.481,14.283.649,35,0
735,99,834.5,9.8,148.2,271,53.124.304,63.326.252,14.675.396,1.739.844,13.057.928,14.335.632,35,0
736,77,831.8,10.7,472.6,98,52.718.396,629.616,17.106.918,17.812.607,13.403.532,37.240.714,36,0
737,78,841.0,10.3,472.1,108,5.385.798,6.278.698,17.001.308,17.680.593,13.719.912,36.964.715,36,0
738,79,917.4,11.9,529.6,114,5.527.535,62.595.676,16.918.566,17.583.841,136.198.435,3.676.244,36,0
739,80,1029.5,12.7,641.3,120,57.596.183,6.199.079,16.803.013,17.566.753,13.413.855,37.078.652,36,0
740,81,1069.6,12.3,684.0,123,59.495.625,61.791.004,1.676.984,1.756.773,13.550.943,37.080.714,36,0
741,82,990.1,11.4,610.7,145,61.475.306,6.132.369,16.636.238,17.589.746,13.771.008,37.127.185,36,0
742,83,914.1,11.1,536.5,158,6.343.563,6.080.314,1.648.022,17.686.905,14.188,3.733.226,36,0
743,84,914.3,10.1,506.9,172,65.410.533,6.028.036,16.293.922,1.774.569,150.937,3.745.634,36,0
744,85,929.9,9.5,504.4,187,6.733.792,59.722.893,1.610.475,1.779.167,15.495.684,3.755.339,36,0
745,86,985.9,10.7,514.1,195,6.933.656,59.125.713,15.896.077,1.783.342,16.204.742,37.641.513,36,0
746,87,1008.1,11.3,503.3,216,7.131.909,58.524.704,15.671.994,17.868.849,16.690.187,37.716.293,36,0
747,88,1097.3,12.5,544.4,229,73.299.885,58.017.967,15.469.244,1.794.131,17.348.568,37.869.242,36,0
748,89,1131.2,12.5,579.3,248,75.170.517,57.447.594,15.227.763,17.983.088,17.638.697,3.795.742,36,0
749,90,1180.9,14.5,624.7,285,7.695.074,5.869.953,14.961.521,18.002.855,17.766.031,38.122.258,36,0
750,91,1163.9,14.2,622.1,304,7.786.431,5.812.228,14.623.807,18.029.531,17.501.602,38.178.748,36,0
751,92,1122.1,13.2,596.9,320,7.896.828,57.586.094,14.342.846,18.082.031,17.891.289,3.828.992,36,0
752,93,1073.5,13.3,561.2,340,8.006.265,57.122.482,14.090.579,18.140.894,17.630.821,38.414.565,36,0
753,94,965.6,11.1,476.7,354,8.103.697,56.680.058,1.383.168,18.156.652,17.713.247,38.447.934,36,0
754,95,841.9,8.5,399.7,367,819.649,56.296.284,13.619.502,18.150.928,18.129.534,38.435.814,36,0
755,96,727.0,7.4,340.0,378,8.314.287,56.068.573,13.456.384,18.143.805,1.858.391,38.420.728,36,0
756,97,688.6,6.0,309.3,383,8.442.421,55.935.387,13.343.612,18.143.185,1.894.671,38.419.417,36,0
757,98,637.8,5.1,270.3,386,856.143,55.929.684,13.264.121,18.159.176,19.711.472,38.453.275,36,0
758,99,588.8,5.0,240.8,397,8.678.829,55.983.604,13.195.596,18.196.602,20.272.799,38.532.528,36,0
759,77,407.1,10.6,61.3,214,8.210.358,57.760.845,18.842.953,5.685.611,99.593.525,1.165.132,37,0
760,78,413.4,10.8,65.9,234,8.235.327,5.772.733,18.674.997,5.759.492,1.035.984,11.802.722,37,0
761,79,446.1,10.7,77.2,223,8.260.472,57.666.542,18.472.523,5.823.493,10.236.492,11.933.876,37,0
762,80,455.0,10.6,82.3,240,8.406.182,57.730.133,18.440.138,589.898,9.970.623,120.774.314,37,0
763,81,436.7,9.1,80.8,244,8.458.397,57.837.788,18.399.267,5.956.661,10.065.663,12.195.526,37,0
764,82,446.3,9.1,85.9,248,8.458.483,5.781.456,18.224.894,6.019.141,10.000.079,123.234.466,37,0
765,83,409.6,8.1,79.6,255,8.469.481,5.771.644,1.807.053,6.077.066,10.48,12.442.041,37,0
766,84,403.6,8.7,74.8,233,8.468.751,5.770.063,17.839.642,6.164.014,11.304.692,12.620.056,37,0
767,85,420.9,8.3,78.2,246,8.461.959,57.615.498,17.608.921,6.253.989,11.712.974,1.280.427,37,0
768,86,475.9,8.1,87.7,254,8.427.985,5.737.815,17.243.895,6.321.582,12.220.595,12.942.657,37,0
769,87,484.0,8.1,93.9,257,8.427.617,57.177.605,16.915.277,6.403.696,125.630.245,13.110.776,37,0
770,88,501.9,7.8,108.6,250,8.418.236,56.947.277,16.556.513,6.480.598,13.018.162,13.268.222,37,0
771,89,546.4,8.9,133.5,249,8.421.701,5.671.115,16.211.718,6.565.467,13.280.817,13.441.981,37,0
772,90,623.5,10.7,152.1,250,8.442.483,58.310.043,15.902.194,6.656.987,13.233.654,13.664.328,37,0
773,91,658.4,11.4,178.0,265,8.475.556,58.050.083,15.576.526,6.748.135,1.306.955,1.385.142,37,0
774,92,681.0,10.6,186.8,269,8.516.156,57.621.494,15.296.457,683.185,13.575.199,14.023.256,37,0
775,93,679.3,11.3,192.4,290,8.536.718,5.731.176,15.022.385,6.947.412,13.808.938,14.260.463,37,0
776,94,655.0,10.9,181.2,305,85.540.085,57.047.844,14.747.756,7.060.959,14.065.632,14.493.532,37,0
777,95,646.4,9.4,179.2,323,8.575.942,56.934.174,14.556.789,7.185.403,14.347.451,1.474.897,37,0
778,96,588.1,8.5,163.9,384,8.609.256,56.829.384,14.401.508,7.307.658,145.669,14.999.914,37,1
779,97,607.0,8.3,172.6,376,8.650.442,567.124,1.428.686,7.428.672,15.021.369,1.524.831,37,1
780,98,579.4,8.1,160.8,370,8.702.306,56.681.004,14.158.738,7.545.828,15.551.172,15.488.788,37,1
781,99,542.1,7.2,158.0,358,8.760.103,5.669.116,14.029.259,7.650.789,15.797.366,15.704.234,37,1
782,77,67.1,0.9,13.3,26,13.417.076,6.979.649,19.700.077,649.769,10.565.989,937.983,38,0
783,78,67.0,1.2,15.6,30,13.872.213,6.951.859,19.554.369,651.302,124.318.075,940.196,38,0
784,79,61.3,1.5,9.9,21,1.401.761,69.254.684,1.936.397,652.893,11.522.056,9.424.928,38,0
785,80,54.0,1.2,7.7,19,14.338.764,69.059.265,19.239.738,65.438,9.786.855,9.442.713,38,0
786,81,67.5,2.3,12.9,28,14.787.937,6.876.475,189.846,659.524,11.334.831,9.516.941,38,0
787,82,61.8,0.7,12.7,33,15.027.603,6.853.995,18.686.665,668.969,1.134.168,9.653.233,38,0
788,83,53.7,2.1,7.8,47,15.366.086,6.822.214,18.340.734,676.685,11.386,97.645.745,38,0
789,84,53.6,1.2,7.7,51,15.881.016,67.869.705,1.796.214,680.498,11.802.413,9.819.596,38,0
790,85,47.0,1.0,6.4,54,16.360.631,6.749.587,17.542.774,676.991,11.862.986,976.899,38,0
791,86,51.3,1.0,6.9,55,16.833.735,6.707.564,17.062.117,669.489,11.931.534,9.660.736,38,1
792,87,56.8,1.5,7.6,53,17.410.125,6.672.974,1.668.701,661.167,11.896.504,9.540.649,38,1
793,88,59.1,1.8,8.1,57,18.171.053,6.664.963,16.304.808,655.273,1.073.129,9.455.599,38,1
794,89,63.2,0.6,9.2,62,18.852.278,6.647.451,15.992.177,646.341,1.152.867,9.326.709,38,1
795,90,73.9,0.8,7.8,62,19.659.096,68.915.565,15.648.986,637.364,1.210.056,9.237.963,38,1
796,91,65.4,1.1,8.0,67,19.952.728,68.768.005,15.545.121,634.199,1.189.337,9.192.089,38,1
797,92,83.3,1.9,7.9,68,20.247.803,6.896.371,15.474.161,635.427,12.561.319,9.209.887,38,1
798,93,82.2,1.7,8.3,67,20.425.937,6.921.892,15.451.745,637.229,1.228.487,9.236.006,38,1
799,94,81.8,0.2,11.1,70,20.660.808,6.945.083,154.222.975,639.762,12.790.175,927.272,38,1
800,95,86.7,0.9,10.0,78,2.111.923,6.967.663,154.359.455,641.548,12.480.936,9.298.606,38,1
801,96,84.0,2.2,11.0,85,21.919.303,6.995.417,15.437.158,642.858,1.344.041,9.317.593,38,1
802,97,87.2,0.9,6.4,101,22.362.294,7.017.045,15.389.464,640.945,1.291.742,9.289.865,38,1
803,98,89.3,1.1,10.2,112,2.295.048,7.013.709,15.332.984,637.808,13.889.863,9.244.398,38,1
804,99,66.9,1.6,8.8,128,23.491.871,7.014.247,152.466.755,633.666,139.172.535,9.184.364,38,1
805,77,406.7,7.8,190.5,117,35.192.838,6.674.809,17.999.746,10.771.396,12.348.084,26.287.726,39,0
806,78,412.7,6.9,182.6,120,35.566.673,6.673.001,17.880.497,10.795.584,12.722.128,26.346.758,39,0
807,79,457.5,8.1,194.8,122,35.999.274,66.639.114,17.758.543,10.798.301,12.692.371,26.353.386,39,0
808,80,498.3,8.1,223.7,125,3.685.806,6.644.777,17.626.884,1.080.065,12.214.527,2.634.048,39,0
809,81,496.6,7.4,236.9,125,37.358.909,66.356.514,17.498.909,10.788.324,12.036.271,2.631.042,39,0
810,82,436.7,6.3,183.6,139,37.653.034,6.611.286,17.275.875,10.757.088,11.852.519,2.623.424,39,0
811,83,397.9,5.6,159.4,160,37.911.234,657.574,17.010.067,10.737.635,12.167,26.186.797,39,0
812,84,385.3,5.1,145.6,155,38.199.265,65.444.305,167.284,10.737.746,12.897.591,26.187.068,39,0
813,85,381.6,5.2,133.1,174,38.485.708,6.518.134,16.421.669,1.073.492,1.323.717,26.180.178,39,0
814,86,420.9,5.5,142.1,194,38.752.341,6.488.249,16.085.758,10.730.268,13.574.097,26.168.832,39,0
815,87,421.3,5.8,153.1,209,39.062.066,64.602.806,15.731.676,10.760.081,13.746.975,2.624.154,39,0
816,88,452.0,5.4,161.4,219,39.404.507,6.436.441,15.423.036,10.798.562,14.094.238,26.335.388,39,0
817,89,468.6,6.0,170.9,243,39.749.894,64.051.926,15.118.035,10.829.211,14.313.475,26.410.133,39,0
818,90,506.2,6.1,188.5,279,4.031.344,6.615.223,148.544.855,10.861.837,14.319.505,2.652.269,39,0
819,91,561.8,7.2,215.2,289,4.072.498,6.596.347,1.465.337,10.933.683,14.047.627,26.698.124,39,0
820,92,525.9,6.6,199.0,324,413.623,657.691,14.498.843,11.007.609,143.718.195,26.878.637,39,0
821,93,504.1,6.0,192.7,347,4.184.489,6.561.407,14.359.618,11.070.385,14.468.311,27.031.928,39,0
822,94,485.8,6.0,187.5,365,42.273.865,6.547.792,14.214.714,11.111.451,14.826.336,271.322,39,0
823,95,482.5,5.4,178.7,387,42.789.774,65.455.696,141.212.225,11.155.493,14.968.098,27.239.746,39,0
824,96,428.7,4.8,164.1,400,43.326.416,6.543.978,14.069.209,11.187.032,14.994.255,27.316.758,39,0
825,97,435.4,4.7,158.7,413,438.574,6.539.888,14.028.257,11.212.498,15.472.836,27.378.944,39,0
826,98,362.5,4.0,133.5,429,4.445.747,6.543.416,13.989.399,11.237.752,16.001.478,27.440.608,39,0
827,99,316.4,3.5,128.0,432,4.507.334,6.546.132,13.941.514,11.256.654,16.248.259,27.486.762,39,0
828,77,316.6,8.6,73.8,133,433.371,6.351.503,18.075.953,2.870.012,10.827.384,4.172.621,40,0
829,78,353.0,8.5,88.3,129,4.418.449,63.266.556,17.868.116,2.917.336,11.287.336,42.414.237,40,0
830,79,405.2,9.7,102.6,146,4.495.429,63.104.393,17.747.858,2.975.311,11.641.419,43.257.117,40,0
831,80,419.5,10.0,104.9,147,4.664.462,62.965.748,17.658.262,3.040.758,1.158.222,4.429.041,40,0
832,81,426.8,9.0,115.4,151,4.774.306,62.943.256,17.549.433,3.096.157,12.059.287,4.509.733,40,0
833,82,443.9,10.8,132.8,169,4.882.282,63.066.055,17.400.137,3.206.124,12.195.144,46.699.062,40,0
834,83,423.4,7.6,128.7,201,4.994.554,6.269.285,1.717.789,3.290.404,11.725,47.926.646,40,0
835,84,407.5,7.8,111.2,212,51.138.206,62.155.155,16.894.241,3.285.528,12.166.833,47.855.627,40,0
836,85,422.0,7.7,106.8,236,52.397.923,61.630.432,16.611.124,3.271.332,1.228.339,47.648.855,40,0
837,86,436.4,8.1,106.5,250,5.376.682,6.116.328,16.290.005,3.252.731,12.078.792,47.377.918,40,0
838,87,417.6,7.5,109.5,288,5.527.026,6.053.362,15.997.797,3.210.117,11.807.928,4.675.722,40,0
839,88,434.5,7.4,105.1,296,569.437,60.022.835,15.668.769,3.167.058,12.004.395,46.130.043,40,0
840,89,491.5,6.5,126.2,323,5.874.236,59.712.837,15.399.839,3.150.299,12.257.794,45.885.935,40,0
841,90,547.5,8.0,121.9,361,60.512.123,61.398.586,15.193.424,3.147.105,12.355.068,45.823.395,40,0
842,91,583.7,7.2,128.9,381,60.494.475,61.427.597,15.016.307,3.166.471,12.223.051,46.105.374,40,0
843,92,622.8,6.5,136.2,416,6.083.315,61.533.363,14.956.273,3.204.174,124.434.595,4.665.435,40,0
844,93,634.8,8.4,121.8,459,61.138.573,6.160.735,14.891.622,3.228.829,12.460.566,47.013.335,40,0
845,94,651.5,6.9,128.1,506,60.987.597,61.690.346,14.817.971,3.246.119,1.258.656,47.265.086,40,0
846,95,664.1,12.2,115.6,508,610.792,61.787.476,14.819.416,3.265.547,12.683.676,4.754.797,40,0
847,96,597.1,6.8,106.8,552,6.143.024,61.939.594,148.221.655,3.289.634,12.795.885,47.898.687,40,1
848,97,559.5,6.9,103.9,591,61.794.505,61.991.234,14.797.304,3.314.259,13.106.826,4.825.724,40,1
849,98,539.4,6.1,92.0,617,62.230.086,62.030.293,14.757.666,3.339.478,13.567.866,48.624.445,40,1
850,99,508.2,6.9,82.9,622,6.265.761,62.086.292,14.714.757,3.358.044,13.728.884,4.889.477,40,1
851,77,455.8,4.9,124.1,122,13.995.332,7.091.949,17.948.128,2.446.673,12.422.065,25.437.422,41,0
852,78,502.4,5.0,131.1,122,14.376.371,70.795.204,17.767.588,2.518.299,12.951.328,26.182.098,41,0
853,79,545.4,4.2,130.6,117,14.790.498,7.065.277,17.619.617,2.588.013,12.917.379,26.906.896,41,0
854,80,490.4,5.1,152.4,122,1.56,70.705.864,1.752.256,2.641.218,12.326.964,27.460.055,41,0
855,81,478.7,4.4,180.6,120,16.245.974,7.036.204,17.168.655,2.667.984,11.904.752,27.738.335,41,0
856,82,473.0,5.1,167.3,124,16.816.627,6.988.253,16.747.019,2.664.922,11.484.096,27.706.498,41,0
857,83,487.8,4.1,170.3,146,1.728.119,6.931.556,16.278.687,2.653.058,11.832,27.583.152,41,0
858,84,506.1,4.8,168.6,157,17.832.124,6.890.342,15.830.318,2.666.592,12.338.494,27.723.862,41,0
859,85,551.1,4.7,185.6,170,18.427.043,6.853.308,1.545.123,2.672.648,12.544.522,27.786.825,41,0
860,86,549.7,6.6,205.9,165,19.040.213,68.188.705,15.095.112,2.683.531,12.873.258,27.899.973,41,0
861,87,539.5,5.6,196.0,176,1.963.866,6.795.156,14.767.351,2.700.999,13.076.946,28.081.583,41,0
862,88,545.7,5.1,193.0,200,20.400.488,6.784.964,14.525.699,2.741.307,13.524.204,28.500.654,41,0
863,89,518.6,4.8,151.8,215,21.096.423,6.760.602,143.150.425,2.790.568,13.829.266,29.012.809,41,0
864,90,506.8,3.8,144.3,235,21.800.587,69.364.365,14.225.934,2.858.547,13.908.787,297.756,41,0
865,91,506.3,4.6,150.1,223,22.298.284,69.537.796,14.057.514,2.918.745,13.747.186,30.402.644,41,1
866,92,510.2,4.7,151.4,228,22.858.274,6.950.073,13.960.162,2.973.934,1.388.618,3.097.751,41,1
867,93,503.1,4.6,129.6,174,23.390.422,6.971.551,13.879.367,303.449,14.058.356,31.608.284,41,1
868,94,520.6,4.9,138.2,166,23.850.863,6.976.754,13.829.263,3.087.142,14.394.912,32.156.724,41,1
869,95,522.4,4.1,137.9,191,2.443.098,6.986.402,13.823.648,3.141.421,14.824.872,32.722.116,41,1
870,96,463.1,4.0,122.2,206,24.967.396,7.004.883,13.826.039,3.195.087,15.017.115,33.281.118,41,1
871,97,444.4,2.9,117.5,226,25.422.924,70.170.265,1.384.819,3.243.254,15.428.123,3.378.284,41,1
872,98,419.8,3.8,105.2,232,25.938.628,70.224.144,13.857.019,3.282.055,15.883.556,34.187.004,41,1
873,99,374.9,2.7,86.2,260,26.445.696,7.033.952,13.853.247,3.316.154,16.120.884,3.454.219,41,1
874,77,282.8,5.6,130.3,56,31.637.955,6.717.242,1.721.567,11.893.595,12.318.492,26.450.196,42,0
875,78,301.1,6.2,136.7,56,31.994.379,6.707.594,17.108.988,11.879.399,1.269.004,26.418.626,42,0
876,79,333.6,6.2,152.2,65,32.431.922,66.967.705,17.023.962,11.887.979,12.6567,2.643.771,42,0
877,80,363.9,6.8,177.9,67,33.197.496,6.688.034,16.966.965,11.868.305,12.272.559,26.439.816,42,0
878,81,371.7,6.1,186.6,68,33.692.677,66.729.675,16.869.503,11.858.571,12.257.664,26.418.132,42,0
879,82,360.4,5.7,175.4,78,34.043.643,6.643.293,16.677.149,11.845.148,12.267.384,26.388.228,42,0
880,83,342.8,4.9,172.3,88,34.346.118,6.604.167,16.424.942,11.837.728,12.455,26.371.697,42,0
881,84,320.6,4.5,148.4,98,3.468.075,6.568.049,16.144.938,11.815.171,12.958.008,26.321.447,42,0
882,85,331.1,4.6,147.0,109,35.064.063,6.522.522,15.832.214,11.770.855,1.337.607,2.622.272,42,0
883,86,358.6,5.5,152.1,119,3.546.907,647.671,15.502.967,11.782.745,13.804.073,2.624.921,42,0
884,87,369.4,5.4,144.4,128,35.938.098,64.355.446,15.168.213,11.810.864,14.156.533,26.311.854,42,0
885,88,362.0,5.5,138.1,136,36.303.558,6.404.595,14.837.006,11.845.753,14.585.966,26.389.575,42,0
886,89,378.6,6.3,149.7,149,3.656.925,6.368.747,14.468.581,11.866.008,15.036.175,264.347,42,0
887,90,431.0,6.7,176.2,169,36.937.175,6.593.815,14.174.715,11.895.604,15.105.126,2.654.084,42,1
888,91,450.0,6.3,193.9,183,37.173.746,656.598,13.930.995,1.194.316,14.989.155,26.646.942,42,1
889,92,427.0,6.2,180.7,192,37.587.998,6.533.145,13.741.498,11.980.819,153.005,26.730.967,42,1
890,93,417.5,6.8,179.0,207,37.965.076,6.506.128,13.589.973,12.022.128,15.303.379,26.823.133,42,1
891,94,426.7,5.9,186.7,216,3.840.459,648.941,13.437.267,12.042.545,15.364.608,26.868.686,42,1
892,95,427.3,6.3,189.3,235,38.796.225,64.813.286,13.325.922,1.204.478,15.524.652,26.873.672,42,1
893,96,480.3,5.7,189.0,268,3.933.267,64.823.845,13.243.902,12.038.008,1.577.213,26.858.562,42,1
894,97,442.1,5.9,156.3,286,39.768.596,64.851.135,13.192.284,12.015.888,16.200.027,2.680.921,42,1
895,98,420.5,5.3,164.9,291,4.023.894,6.491.528,13.133.202,12.002.329,16.727.346,26.778.957,42,1
896,99,420.5,4.9,155.7,303,407.429,65.019.455,13.055.752,11.994.016,17.114.162,26.760.408,42,1
897,77,301.6,3.6,86.5,53,14.342.828,71.384.224,17.735.056,950.231,11.514.576,9.058.446,44,0
898,78,348.1,4.0,98.2,56,14.815.888,7.146.287,17.627.777,951.816,11.754.904,9.073.556,44,0
899,79,375.1,3.2,109.7,56,15.402.244,715.311,17.608.831,950.381,1.179.234,9.059.876,44,0
900,80,408.5,4.4,118.6,63,1.599.645,7.092.782,17.415.442,948.773,11.778.078,8.993.109,44,0
901,81,441.7,4.2,132.0,65,16.994.629,7.077.566,1.741.645,953.007,11.853.239,9.033.242,44,0
902,82,401.8,3.7,114.7,72,17.864.629,703.692,17.297.962,954.176,11.976.359,90.443.224,44,0
903,83,355.2,2.7,112.9,82,1.866.839,69.905.876,17.115.236,956.376,12.439,9.065.175,44,0
904,84,334.7,3.4,113.4,92,1.951.864,6.958.003,16.903.507,961.901,13.154.603,9.117.545,44,0
905,85,346.6,3.6,115.9,92,2.035.812,691.723,1.670.788,96.895,135.983.095,91.843.605,44,0
906,86,335.5,3.5,118.7,99,21.168.618,6.866.371,1.642.361,977.343,14.168.583,9.263.915,44,0
907,87,359.7,3.5,107.7,103,22.021.964,6.825.656,1.613.253,989.603,14.602.926,9.380.123,44,0
908,88,396.7,4.1,115.2,100,22.905.068,6.786.526,15.800.613,996.417,15.384.182,94.447.106,44,0
909,89,378.0,4.9,112.4,118,23.917.096,6.738.249,15.434.336,1.000.665,15.784.571,9.484.976,44,0
910,90,431.9,4.8,122.0,146,24.791.744,6.939.707,15.121.102,1.004.649,15.387.829,9.613.866,44,0
911,91,462.0,3.7,122.9,157,25.287.104,68.828.575,14.808.614,100.399,14.885.353,960.756,44,0
912,92,394.5,3.6,94.5,173,25.478.451,6.826.462,14.512.913,1.000.571,15.092.469,9.574.842,44,0
913,93,401.7,3.9,101.1,170,25.816.453,6.769.461,14.258.828,997.852,15.252.393,9.548.823,44,0
914,94,375.5,4.1,87.3,172,2.639.489,6.731.688,13.997.213,993.412,15.296.063,95.063.347,44,0
915,95,368.0,3.3,92.3,186,26.858.995,6.700.869,13.806.064,989.203,15.726.084,94.660.574,44,0
916,96,347.2,2.5,83.2,186,27.472.572,6.690.131,13.648.622,987.858,15.953.105,94.531.864,44,0
917,97,333.5,2.5,71.6,205,28.234.003,6.684.111,13.562.473,986.966,1.654.344,9.444.651,44,0
918,98,312.1,2.4,66.7,213,29.053.237,6.689.433,134.373.255,987.704,1.712.022,94.517.124,44,0
919,99,286.6,3.6,79.5,220,29.576.542,6.686.559,13.329.478,990.819,1.754.233,9.481.522,44,0
920,77,636.2,11.9,105.9,230,10.546.505,52.760.605,19.692.093,2.991.683,9.344.497,9.898.041,45,0
921,78,637.6,11.5,101.3,239,105.314.245,52.745.255,19.423.065,3.044.365,9.678.352,10.072.341,45,0
922,79,678.3,12.6,107.6,243,10.553.072,52.711.514,1.923.501,3.090.266,9.664.368,10.224.205,45,0
923,80,660.0,11.4,118.1,237,10.655.473,5.253.884,19.010.452,3.134.502,9.422.946,10.378.115,45,0
924,81,640.4,10.4,120.2,238,10.732.645,5.267.374,19.000.765,3.179.235,9.481.496,10.526.222,45,0
925,82,720.0,10.9,122.4,251,1.070.938,5.260.826,18.748.959,3.207.618,9.361.272,10.620.196,45,0
926,83,616.8,9.8,104.9,270,1.067.709,52.492.924,18.456.936,3.234.074,9.775,107.077.904,45,0
927,84,624.5,9.2,103.3,276,10.668.088,52.401.585,18.208.689,3.271.861,1.046.269,10.832.901,45,0
928,85,631.0,9.1,93.9,284,10.578.474,52.286.472,17.737.423,3.303.208,10.802.716,10.936.688,45,0
929,86,674.6,8.6,99.5,294,105.724.325,52.126.637,17.511.889,3.342.769,11.142.522,11.067.672,45,0
930,87,664.9,9.3,101.1,324,10.557.828,51.992.306,17.180.683,3.380.506,11.450.111,11.192.616,45,0
931,88,741.2,9.3,124.7,344,10.520.177,51.791.466,16.768.427,3.412.091,11.825.891,112.971.924,45,0
932,89,813.7,9.1,130.2,369,10.524.999,5.161.836,16.468.409,345.677,11.911.701,11.445.121,45,0
933,90,976.6,11.2,152.4,416,1.055.408,5.326.236,1.611.128,3.499.064,12.230.101,116.205.506,45,0
934,91,972.5,11.3,171.1,451,1.060.981,53.139.595,15.822.468,355.947,11.994.979,11.821.162,45,0
935,92,944.5,10.4,170.6,473,10.702.371,52.918.034,15.583.812,3.600.576,1.218.715,11.957.677,45,0
936,93,1023.4,10.3,187.3,486,10.772.796,5.267.149,1.526.661,3.634.507,12.267.645,12.070.363,45,0
937,94,1030.5,9.6,186.1,488,10.803.676,5.249.868,14.972.578,3.666.456,12.556.992,121.764.675,45,0
938,95,981.9,7.9,175.9,494,10.860.789,5.241.994,14.735.334,3.699.943,12.735.342,12.287.679,45,0
939,96,996.9,9.0,172.0,515,10.903.445,52.341.793,14.594.191,3.738.974,12.955.905,12.417.303,45,0
940,97,990.3,8.4,176.2,532,10.918.517,52.315.475,14.457.558,3.790.066,13.279.464,12.586.981,45,1
941,98,903.2,8.0,154.9,536,10.945.969,52.480.923,14.344.702,3.839.578,13.774.995,12.751.412,45,1
942,99,847.1,6.6,148.2,550,11.005.611,52.619.762,14.268.004,3.885.736,14.075.724,12.904.705,45,1
943,77,189.1,2.0,17.9,70,2.339.211,66.820.244,18.621.601,68.848,10.441.045,9.064.315,46,0
944,78,163.5,1.9,15.9,76,24.238.288,6.651.689,18.472.654,68.858,11.226.216,9.065.631,46,0
945,79,159.1,2.0,20.3,74,24.916.682,66.154.076,18.279.062,688.334,11.192.776,9.062.393,46,0
946,80,126.8,0.7,20.1,77,2.524.423,6.582.939,1.809.102,690.851,98.436.775,90.958.895,46,0
947,81,104.8,1.8,17.8,88,2.544.488,6.559.054,17.860.577,689.569,10.358.295,907.901,46,0
948,82,99.0,2.7,17.1,97,25.141.358,65.310.486,17.560.724,690.615,1.023.228,9.092.782,46,0
949,83,120.0,2.1,15.9,109,25.193.908,6.502.334,17.231.686,692.985,10.195,9.123.987,46,0
950,84,147.5,1.8,14.9,115,25.507.753,6.472.329,16.895.355,697.239,11.142.621,9.179.995,46,0
951,85,136.6,1.8,17.1,127,2.593.929,64.370.705,16.547.968,6.984,11.058.292,9.195.281,46,0
952,86,124.7,4.0,16.2,146,26.411.679,6.397.756,16.177.046,69.598,11.349.773,9.163.419,46,1
953,87,119.7,1.8,12.3,160,26.952.398,63.831.062,15.883.381,696.042,11.591.309,9.164.236,46,1
954,88,113.7,3.1,12.2,160,2.758.011,63.628.056,15.561.171,698.148,11.625.494,9.191.963,46,1
955,89,135.5,1.3,11.7,143,28.450.203,63.376.015,15.280.807,696.691,11.857.901,917.278,46,1
956,90,162.8,2.0,12.4,175,2.934.257,6.553.576,15.036.021,696.667,12.373.357,91.789.905,46,1
957,91,182.2,1.7,18.8,187,29.792.786,6.571.449,1.497.694,701.445,12.398.491,9.241.943,46,1
958,92,194.5,0.6,16.9,191,30.501.003,6.568.172,14.940.496,708.698,12.755.859,9.337.505,46,1
959,93,208.4,3.4,15.0,208,30.752.885,6.601.141,14.895.611,716.258,127.912.855,9.437.113,46,1
960,94,227.6,1.4,18.7,216,31.085.503,66.321,14.834.628,723.038,13.175.904,9.526.444,46,1
961,95,207.5,1.8,25.9,236,31.496.007,666.641,14.853.533,728.251,12.980.592,9.595.128,46,1
962,96,177.2,1.2,18.9,252,3.297.938,6.677.264,1.482.553,730.699,1.380.236,9.627.381,46,1
963,97,197.4,1.4,23.3,284,33.943.806,666.871,1.484.932,730.855,13.839.606,9.629.437,46,1
964,98,154.3,1.4,20.2,303,3.438.749,6.667.903,148.732.395,730.789,14.536.912,9.628.568,46,1
965,99,167.4,2.5,14.1,329,35.449.228,6.676.824,14.863.469,733.133,14.974.518,96.594.505,46,1
966,77,389.5,10.1,145.8,114,527.952,622.667,17.923.428,4.422.921,10.041.553,10.701.996,47,0
967,78,382.6,9.4,152.4,127,5.289.421,6.218.873,17.750.923,4.486.313,1.053.556,10.855.384,47,0
968,79,414.0,9.8,166.1,134,5.319.052,6.210.576,17.589.422,4.560.474,10.451.896,11.034.829,47,0
969,80,458.1,10.8,180.6,151,5.422.877,62.400.757,1.760.597,4.600.252,10.057.671,111.778.684,47,0
970,81,412.6,9.7,171.7,153,5.456.529,6.245.888,17.520.838,4.627.667,10.078.815,11.244.483,47,0
971,82,421.1,9.7,175.7,171,547.849,6.240.519,17.352.982,4.646.043,100.052.395,11.289.133,47,0
972,83,402.0,8.8,172.8,173,5.497.006,6.230.478,17.131.824,4.659.755,10.276,11.322.452,47,0
973,84,445.4,8.4,166.8,187,551.283,6.222.468,16.877.808,468.674,10.983.427,11.388.021,47,0
